ADRESSE,COORDONNEE_SPATIALE_X,COORDONNEE_SPATIALE_Y,ELEVATION_TERRAIN,ID_BI,ID_POINT,JURIDICTION,PRECISION_DATE_INSTALL,PROPRIETAIRE,PROVENANCE_DONNEE,LATITUDE,LONGITUDE
48 rue Linden,273501.956,5031346.568,40.794,8503,23998,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,BAIE URFE,RELEVE PHOTOGRAMMETRIQUE,45.42136163841824,-73.89993103414965
95 rue Laurel,273475.11,5031481.912,38.451,8504,24001,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,BAIE URFE,RELEVE PHOTOGRAMMETRIQUE,45.42257831884615,-73.90028267205058
1000 boulevard René-Lévesque Est,300493.158,5041797.813,25.414,5020569,5264617,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51609425621466,-73.55512675225171
1223-1225 rue Sainte-Catherine Est,300426.237,5042095.413,23.292,5020577,5264625,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51877173128477,-73.55598597449428
55 chemin Macdonald,302090.309,5041475.578,20.767,5020687,5267503,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51320306741,-73.53468254315587
160 chemin du Tour-de-l'Isle,302621.956,5041534.961,14.974,5020691,5267507,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.513739213961145,-73.52787827891378
190-210 chemin du Tour-de-l'Isle,302595.177,5041906.526,14.915,5020693,5267509,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.5170826220334,-73.52822267316695
754 avenue Pratt,295484.401,5041552.002,91.762,5020784,5268426,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.5138334968789,-73.61923166501761
251 rue Sainte-Anne,269305.033,5030017.589,30.842,10003563,10075055,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,SAINTE-ANNE-DE-BELLEVUE,RELEVE TERRAIN INTERNE,45.40920288536203,-73.95346223157398
4835 4e avenue,299399.253,5045040.455,48.173,10003887,10081079,LOCALE,DATE INSTALLATION PRECISE AU MOIS COURANT,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.54526496794272,-73.5691638472602
13271 rue Sauriol,277449.717,5041122.869,29.607,10003044,10068541,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.509497534321575,-73.85003111673944
12453 rue Breault,278444.473,5041438.226,30.638,10004039,10083282,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51237338684198,-73.8373174092509
104-114 rue Rielle,299704.093,5035562.147,15.645,10004076,10083694,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.45997822423187,-73.56516164686808
4693-4705 boulevard Robert,296387.34,5049125.35,40.27,7324,20917,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.58199274216162,-73.60780558183832
441 rue Church,275117.85,5031502.511,30.2,9378,26534,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,BEACONSFIELD,RELEVE PHOTOGRAMMETRIQUE,45.422835313509005,-73.87929282507153
20975-21225 rue Daoust,271691.462,5032688.927,32.918,8871,25077,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,SAINTE-ANNE-DE-BELLEVUE,RELEVE TERRAIN EXTERNE,45.43335739559434,-73.92315551028621
5420 rue des Angevins,298356.797,5048966.282,46.148,8873,25083,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.5805824035529,-73.58256581594647
6843-6845 rue Jarry Est,298666.0,5050949.29,35.46,7228,20685,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.598428969072806,-73.57862832815653
8085 rue du Creusot,298502.34,5050824.65,36.81,7229,20692,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.5973059955174,-73.58072462792323
14829-14837 rue Aumais,276643.436,5038570.48,25.719,8245,23369,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.486498450279775,-73.86020348493082
21525 avenue Clark-Graham,271238.377,5031048.825,31.932,8289,23470,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,BAIE URFE,RELEVE TERRAIN INTERNE,45.418577517447936,-73.92883382261608
525 boulevard Morgan,272175.523,5031438.769,33.11,8197,23246,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,BAIE URFE,RELEVE TERRAIN EXTERNE,45.4221307192476,-73.91688571856469
9464 boulevard Lacordaire,295829.411,5051115.2,33.01,8419,23768,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.59989105524251,-73.61499171213674
82 15e avenue,280871.861,5039936.51,27.716,7633,21711,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.49894808859124,-73.80617730447757
3150 boulevard Chèvremont,276452.851,5040715.767,28.302,8604,24274,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.505794822783095,-73.86276527359429
156 avenue Maplewood,296702.139,5041517.967,117.894,5020845,5268949,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.513542561097765,-73.6036452257814
9 avenue Springgrove,296842.971,5041467.151,120.866,5020847,5268951,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.51308693644293,-73.60184189203144
9222-9224 10e avenue,294585.367,5048046.281,38.551,5012627,5157914,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.57225879146786,-73.63087408065222
201-301 rue Jarry Ouest,294346.831,5043888.19,52.54,5012708,5158294,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.53483940055109,-73.63384146142226
9490-9492 avenue Papineau,293658.361,5047024.116,35.431,5012877,5161078,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.56304690136751,-73.64272788335158
5783 chemin de la Côte-Saint-Luc,294209.338,5037439.998,55.226,10004244,10086194,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.47681383796498,-73.6354624238239
696 avenue Sainte-Croix,291187.005,5041444.062,40.576,10004252,10086585,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51279182126585,-73.67423093594323
6111 avenue Rodolphe-Mathieu,299879.144,5049148.027,32.926,10003229,10070612,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.58223004917669,-73.56305992385786
6600-6604 rue Cabrini,299581.895,5049079.181,42.957,10003231,10070620,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.58160843619366,-73.56686831998555
7946-7950 chemin Wavell,291914.157,5035627.438,46.179,10004184,10085666,LOCALE,DATE INSTALLATION PRECISE,COTE-SAINT-LUC,RELEVE TERRAIN INTERNE,45.46046507573477,-73.66477186421041
31 1re avenue Nord,280740.147,5041421.087,22.13,7527,21419,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.512302143860005,-73.80793535186129
8785-8789 rue Narbonne,296239.34,5049221.17,38.422,7325,20919,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.58285317015833,-73.60970381172999
4400-4402 boulevard des Grandes-Prairies,295210.24,5049441.65,36.07,7566,21516,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.584823721881264,-73.62289562954291
8463-8469 rue de Cluny,296594.561,5048766.94,47.21,7462,21283,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.57877010358372,-73.60514403336578
201 terrasse Ouellette,294027.172,5030902.625,30.384,7463,21285,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.41798468197183,-73.63765019525704
294 rue Vézina,292564.232,5032684.509,25.547,7786,22160,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.433994973552046,-73.65638661315086
171 rue Beauchemin,276244.85,5040894.856,34.896,8544,24111,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.507397810508,-73.86543749022096
149 rue Tremblay,271084.464,5033035.95,30.727,8546,24117,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,SAINTE-ANNE-DE-BELLEVUE,RELEVE PHOTOGRAMMETRIQUE,45.43645100593847,-73.93093701185869
7960-7966 rue de Vérone,297907.281,5049612.36,46.66,8022,22775,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.58639170659632,-73.58833501874906
475 place Laframboise,276123.075,5038444.565,26.624,8595,24249,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.48534423241578,-73.86685298477839
8540-8550 rue Pascal-Gagnon,298054.85,5051294.59,33.99,8599,24262,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.601530482238005,-73.58646697775794
7603-7609 boulevard Provencher,297365.811,5048015.661,47.118,8194,23232,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.57201852513934,-73.59524998131978
8801 25e avenue,295928.869,5048764.496,38.24,5012024,5151043,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.578739973746885,-73.61367399822211
14222 rue Notre-Dame Est,305256.49,5058970.396,11.314,5012936,5161501,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.67063134982932,-73.49414274089828
14345-14347 rue Notre-Dame Est,305287.947,5059150.06,12.333,5012937,5161502,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.67224798506261,-73.49373881999587
8540-8542 rue Birnam,293496.675,5043378.21,46.471,5012098,5151873,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.53023712862701,-73.64471478512147
8040-8044 22e avenue,296750.284,5047882.233,50.569,5011909,5150140,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.570811163330376,-73.60313404204139
6610 chemin Merton,292991.906,5036875.629,48.583,10004187,10085698,LOCALE,DATE INSTALLATION PRECISE,COTE-SAINT-LUC,RELEVE TERRAIN INTERNE,45.47171593175117,-73.65102066415339
5387-5395 rue Bannantyne,298794.391,5034824.15,17.176,10003714,10078488,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.45332994722024,-73.57678467656797
3295 avenue Barclay,294327.791,5040534.041,68.98,10003775,10079248,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50465705532769,-73.63401349158849
302 avenue Grosvenor,275912.944,5032970.344,33.154,10003926,10081591,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,BEACONSFIELD,RELEVE TERRAIN INTERNE,45.43607675277388,-73.86921923101107
2215 rue Curatteau,303072.881,5049991.813,16.73,10003968,10082346,LOCALE,DATE INSTALLATION PRECISE AU MOIS COURANT,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.58983793741499,-73.52213693806469
8600 rue Saint-Patrick,293514.104,5033484.237,24.557,7825,22266,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.44120724630076,-73.64426462539369
2850 avenue Dollard,293430.035,5033352.721,25.05,7972,22617,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.440022437986016,-73.64533623822865
5860 rue des Artisans,297812.131,5050029.32,42.09,7980,22648,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.59014272565471,-73.5895603505008
43 rue Perrault,269816.83,5029779.882,35.827,7302,20866,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,SAINTE-ANNE-DE-BELLEVUE,RELEVE TERRAIN EXTERNE,45.4070897537644,-73.94690708757022
9104 rue de Godbout,294252.885,5031086.656,26.227,7126,20432,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.41964415265561,-73.63477008950939
5615 boulevard Lavoisier,296757.03,5050296.85,41.49,7129,20438,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.592538632619984,-73.6030874267558
1259-1263 rue Dalcourt,300647.412,5042283.946,19.971,5019501,5245633,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.520469543049536,-73.55315649074618
5330 boulevard Décarie,294408.048,5038355.93,62.145,5018775,5234333,LOCALE,DATE INSTALLATION PRECISE AU MOIS COURANT,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.48505880834951,-73.63294012458942
554-562 rue Dufresne,301269.548,5043072.679,20.765,5019594,5246251,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.52757033155503,-73.54519856118165
2580 rue Sainte-Catherine Est,301391.379,5043446.159,21.288,5019601,5246258,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.53093161893627,-73.5436415770048
1051-1053 rue Cartier,301050.927,5042394.342,18.934,5019607,5246633,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.52146528837514,-73.54799218367131
5407-5409 avenue Van Horne,293544.581,5038662.084,52.67,5019014,5238064,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.48780033850631,-73.64399305913052
9262-9264 16e avenue,294721.723,5048479.254,37.642,5011986,5150682,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.57615681951414,-73.62913604532213
8941 boulevard Pie-IX,295655.066,5048657.687,38.83,5012033,5151052,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.577775368657576,-73.61718040402086
8445 rue Birnam,293649.432,5043330.522,48.578,5012099,5151874,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.5298104710559,-73.64275799638219
7514 rue Birnam,294673.832,5042891.484,56.703,5012132,5152542,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.52587554732507,-73.62963397525412
8835-8837 rue Jeanne-Mance,293331.871,5044182.61,37.87,5012219,5153322,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.53747263112439,-73.64684360243795
6125 rue De Pontgravé,287942.554,5042778.684,35.292,10003430,10072176,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.524729903200765,-73.71580175771506
3401-3405 rue Adam,301493.493,5044667.594,17.991,10004079,10083707,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.54192301884867,-73.54234213864653
1015-1021 avenue Brown,298659.58,5034335.597,19.067,10004082,10083742,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.44893239939379,-73.57850213521733
10581 rue Belair,280453.355,5041793.582,23.279,10004114,10083924,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51564408546008,-73.81162438829011
10459 rue Belair,280792.412,5041538.888,22.965,10004117,10083970,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51336399434016,-73.80727220510249
5135-5139 boulevard Lavoisier,296274.44,5049876.49,40.77,7133,20446,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.58875039352501,-73.60926544309828
15 4e avenue Sud,280604.282,5041177.387,25.649,7245,20732,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.510104556719504,-73.8096622003321
8155-8165 boulevard Langelier,298298.98,5050654.78,38.85,7248,20736,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.59577558268587,-73.58332914533995
4695-4697 rue de Compiègne,296679.415,5048964.92,47.295,7475,21306,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.58055259594423,-73.60406007729908
8870-8876 rue Blomidon,296314.64,5049681.21,40.47,7305,20873,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.58699370229491,-73.60874688140687
4262-4264 47e rue,295441.766,5049179.642,36.567,7578,21558,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.58246925429166,-73.6199235581615
5801-5803 avenue Coolbrook,293848.288,5038605.912,55.155,5019019,5238069,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.48729970946191,-73.64010643571022
3780 rue Addington,295768.904,5037221.933,74.757,5019237,5240867,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.4748735953929,-73.61551047688982
999-1001 rue Saint-Antoine Ouest,299618.033,5039740.812,21.584,5019679,5248119,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.4975789234555,-73.56630615372842
55 chemin Macdonald,301967.873,5041034.936,15.358,5019740,5248542,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50923751368711,-73.5362469911733
UNKNOWN,301929.013,5041124.769,15.587,5019741,5248543,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.510045712950856,-73.53674485921742
3542-3546 avenue McGregor,298104.436,5039926.589,97.74,5020083,5253817,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.49923755925136,-73.58567568670816
2296 avenue Charland,293860.327,5047778.68,38.674,5012577,5157434,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.56983971921955,-73.64015754569395
150 boulevard Crémazie Est,293839.261,5044769.36,39.61,5012302,5154333,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.54276062878213,-73.64036000491397
6645 rue Sherbrooke Ouest,294556.142999998,5035886.44309798,63.932,5018057,5225179,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.46283942857774,-73.63099426910684
10010-10012 rue D'Iberville,293581.756,5048226.738,41.864,5012587,5157444,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.57386693678121,-73.64373688557468
9000-9002 8e avenue,294815.905,5047738.515,36.764,5012637,5157924,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.56949282210029,-73.6279140427608
9434 boulevard Pie-IX,294754.014,5049169.167,37.684,10004257,10086663,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.58236534846429,-73.62873660588247
303 rue Gagnier,281228.726,5041449.725,21.922,10004196,10085782,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51257656523904,-73.80168365648665
5773-5775 rue Bannantyne,298772.685,5034409.022,18.4,10003736,10078686,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.449594145430304,-73.57705703881369
6195 rue Saraguay Ouest,280756.374,5041779.688,22.153,10004224,10085923,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51552961695101,-73.80774526251804
6 8e avenue,305652.376,5055333.541,14.031,10003836,10080126,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.63790597740461,-73.48906790020317
5025-5055 boulevard des Sources,279572.403,5041149.746,24.995,7183,20579,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.50981929270564,-73.8228667599855
4450-4454 boulevard Robert,296352.326,5048777.318,43.085,7477,21309,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.57886057730922,-73.60824815932453
4234-4236 41e rue,295745.841,5048987.44,38.12,7549,21471,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.58074376349829,-73.61602341651296
9073-9079 rue Jamay,296227.49,5050173.634,35.622,7194,20599,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.59142358446779,-73.60987230488065
7700 rue Saint-Patrick,294164.447,5033837.43,23.525,7834,22282,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.44439566262084,-73.63595899876441
1900 rue Sherbrooke Ouest,298276.679,5039394.522,56.6,5020085,5253819,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.49445148413964,-73.58346460527798
2155 rue Saint-Marc,298351.212,5039371.29,51.603,5020086,5253820,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.494243155154415,-73.58251068997917
4200 avenue d' Oxford,295250.629,5037181.311,75.012,5019243,5240873,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.47450116919952,-73.62213854036273
1801 avenue McGill College,299127.376,5040333.586,38.695,5020354,5260826,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50290917525128,-73.57259117624349
540 boulevard Saint-Laurent,300389.625,5040747.068,22.596,5020421,5262941,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50663883856312,-73.5564424055074
385 rue Saint-Paul Ouest,300376.854,5040095.448,14.374,5020633,5267037,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50077527123432,-73.55660008008763
777 rue Saint-Roch,294604.461,5043134.58,55.7,5012175,5152585,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.5280619967707,-73.63052714545914
150 83e avenue,305694.405,5061166.824,11.864,5012964,5161986,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.6903946741746,-73.48851829387753
9050-9090 rue Charles-De La Tour,292738.476,5043303.844,37.797,10003486,10072725,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.52955529404006,-73.65442003821393
139-141 avenue de Montréal-Est,304432.871,5054201.323,13.22,10005405,12108154,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,MONTREAL-EST,RELEVE TERRAIN INTERNE,45.62771824179784,-73.50470974565073
