ADRESSE,COORDONNEE_SPATIALE_X,COORDONNEE_SPATIALE_Y,ELEVATION_TERRAIN,ID_BI,ID_POINT,JURIDICTION,PRECISION_DATE_INSTALL,PROPRIETAIRE,PROVENANCE_DONNEE,LATITUDE,LONGITUDE
6835-6837 avenue Mountain Sights,293305.839,5039291.539,53.426,10007544,12228310,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.49346055778588,-73.64706207998462
8778-8780 boulevard de Châteauneuf,300648.91,5052740.573,44.69,10007546,12228385,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.61456177418352,-73.55322627881232
11010 rue Tolhurst,290981.244,5045273.159,22.716,5017331,5216634,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.54724324129807,-73.67697263175108
12365 place Bellefleur,290489.561,5045361.2,21.32,5017341,5216644,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.5480255059161,-73.68327190187355
10270-10272 rue Tolhurst,291750.346,5044905.533,31.227,5017347,5217376,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.54395003051351,-73.66711334734997
4111 boulevard Poirier,287316.538,5039543.844,32.648,5025357,5297075,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.49560637865895,-73.72370008650098
500 boulevard Henri-Bourassa Ouest,291147.082,5044875.358,26.556,5017228,5215039,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.54366697581879,-73.67483776642331
5940-5942 rue Sherbrooke Ouest,295471.594,5036518.516,64.212,5018072,5225760,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.46853996096569,-73.61929985001912
2185 avenue Regent,295834.108,5036466.007,58.502,5018119,5225807,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.46807225135479,-73.61466279863741
6200-6216 chemin de la Côte-des-Neiges,294452.158,5040092.83,75.484,5018437,5229913,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.50068863516909,-73.63241279707344
4568-4570 avenue Draper,294631.56,5037192.017,64.409,5018177,5226877,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.47458870599999,-73.63005672990779
4890 avenue Beaconsfield,294188.857,5037031.073,56.055,5018185,5226885,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.47313383918765,-73.63571548370857
4845 avenue Dunn,298347.719,5036398.309,20.392,10007062,12223501,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.46749112732236,-73.58251638165581
4623-4629 rue Aramis,296432.316,5048957.103,42.149,10007681,12229701,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.58047932408501,-73.60722630952881
4895 chemin de la Côte-Sainte-Catherine,294264.791,5039001.277,64.814,10007683,12229714,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.490863764503466,-73.63478673375502
1105 avenue Émile-Journault,293999.788,5046027.069,34.502,10007584,12228705,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.55408064895095,-73.63833222367742
755 boulevard Crémazie Est,294171.45,5045439.698,-999.0,10007586,5143604,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.54879794634046,-73.6361207596515
9036-9038 10e avenue,294818.063,5047899.765,36.786,10007648,12229337,LOCALE,DATE INSTALLATION PRECISE 6 MOIS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.57094383016724,-73.62788970301523
10154-10156 rue Saint-Denis,292242.782,5045710.17,29.808,5017526,5219444,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.55119949165632,-73.66082784269952
601-711 avenue Viger Ouest,299839.185,5040192.931,17.537,5020312,5260784,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.501648770154254,-73.56348102477313
500 boulevard Gouin Est,291424.128,5046174.533,23.898,5017478,5218797,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.55536272703333,-73.6713253736731
11345-11347 rue James-Morrice,289929.741,5043701.31,28.75,5016951,5211262,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.53307757223311,-73.69039097414027
9005-9015 rue Meilleur,293015.823,5044039.335,36.298,5017010,5212815,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.53617813458408,-73.65088697342142
915 boulevard Henri-Bourassa Est,291779.441,5046608.342,23.288,5017618,5220441,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.55927304298989,-73.66678588951855
6150 avenue Royalmount,291252.129,5038408.007,49.9,5018314,5227963,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.48547335795493,-73.67331369489033
5830 avenue Andover,291117.453,5038648.443,49.065,5018316,5227973,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.48763430188229,-73.67504322703495
5220-5222 avenue Dupuis,294246.354,5038660.039,61.868,5018318,5228595,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.48779289322578,-73.6350151605598
4928-4930 rue Courval,289541.188,5036570.684,42.618,5027156,5298874,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.46890510666013,-73.69514400215327
3828 rue Saint-Patrick,298291.407,5036468.397,19.756,10007063,12223504,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.46812129235448,-73.58323746597662
740 chemin du Bord-du-Lac-Lakeshore,286213.493,5033247.409,24.449,10008790,12260930,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,DORVAL,RELEVE TERRAIN INTERNE,45.4389197765998,-73.73757534262276
11722 boulevard Langelier,295971.446,5052837.848,31.819,10007042,12223251,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.61539363196033,-73.61320215640409
4520 place Claire-Oddera,287245.679999999,5041169.37599906,39.369,10008950,12268088,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51023173903,-73.72466486324933
2194 rue Étienne-Montgolfier,288706.95,5041924.511,32.155,10008952,12268143,LOCALE,DATE INSTALLATION PRECISE AU MOIS COURANT,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51706192078287,-73.70598837024471
2053 rue des Pyrénées,288831.944,5042094.128,32.851,10008956,12268215,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51859107206001,-73.70439400635559
685 chemin de la Côte-Sainte-Catherine,295803.176,5041324.904,101.496,10007684,12229716,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51179419606653,-73.6151475128743
9349 rue Francoeur,293573.315,5031426.071,37.702,10007873,12231606,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.422687745412674,-73.64346121149669
2765-2767 rue Cazeneuve,288993.44,5040371.598,32.1,10007306,12225181,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50309488014607,-73.70227114302031
49 13e avenue,281055.572,5040417.719,25.974,10007308,12225199,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50328439635359,-73.80384985935028
9373 rue Francoeur,293498.085,5031450.28,37.288,10007874,12231609,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.42290437546975,-73.6444230927484
12242 avenue De Poutrincourt,288789.345,5044530.884,25.623,5017052,5213322,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.54051701051596,-73.70501920476326
11957-11959 rue James-Morrice,289344.641,5044227.64,25.02,5017141,5213992,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.537800864314256,-73.69789894080309
12053-12059 rue Pasteur,289333.071,5044550.41,24.92,5017145,5213996,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.54070502178042,-73.69805734334248
11747 rue Laforest,290176.401,5044445.86,27.26,5017194,5214527,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.53978255522647,-73.68725521868843
12201-12205 rue Joseph-Casavant,288906.253,5044533.542,26.014,5017059,5213329,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.54054361264537,-73.70352228090243
2310 rue Guénette,286912.314,5039928.9,33.528,5026841,5298559,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.49906101745767,-73.72888608978309
3855 place Eugène-Hamel,287266.907,5040649.142,36.569,10001483,10029399,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.505551073394,-73.72437456650081
2225 rue de la Méditerranée,288775.706,5041707.519,32.749,5026928,5298646,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.5151109677318,-73.70510116063193
945-947 rue Saint-Germain,290720.818,5041630.001,36.111,10008959,12268281,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51445558315436,-73.68020300899909
3839-3841 avenue Lacombe,295046.457,5039472.978,103.086,10007154,12224060,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.49511939163769,-73.6247959038432
5399-5401 avenue Duquette,295485.441,5037470.358,85.286,10006934,12222310,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.477105340565934,-73.61914075319176
5660 boulevard Henri-Bourassa Est,295419.397,5051843.381,32.678,10006818,12221794,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.60643799691447,-73.62026168069124
8340-8396 rue Mayrand,292326.973,5040210.066,44.539,10007131,12223949,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50170908853321,-73.65960924606617
2503-2511 rue Sainte-Catherine Est,301203.409,5043296.072,20.363,10007132,12223964,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.5295801726154,-73.54604688041368
10344 rue Paul-Comtois,291277.161,5044349.99,30.76,5017233,5215044,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.53894209100843,-73.67315751697731
9294 rue Waverly,292897.327,5044650.148,31.892,5017256,5215844,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.54167241253487,-73.65241908538489
10185 rue Meunier,291895.192,5044959.406,32.058,5017348,5217377,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.54443748574537,-73.66525989501109
10305-10315 rue Lajeunesse,292137.181,5045972.82,29.96,5017496,5218815,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.55356101610923,-73.66218708982268
8908-8952 place des Coopératives,293978.07,5046227.52,35.253,5017571,5219950,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.55588403469274,-73.63861482400037
2323 rue Cohen,286605.102,5039551.84,34.196,5026983,5298701,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.49566007831015,-73.73280306283252
1900-1950 boulevard Marcel-Laurin,289087.057,5042029.77,30.901,5026848,5298566,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.51801777561089,-73.70112645671244
2390 rue Valade,290251.686,5039843.535,38.607,5027017,5298735,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.49837058259303,-73.68615436989207
9251-9283 rue Thimens,284949.382,5040539.781,29.596,10000839,10011339,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.504504651437074,-73.75402759665982
5750-5850 rue Cypihot,284834.109,5039742.255,32.822,5027105,5298823,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.49732489646728,-73.75547023763843
1908-1912 rue Masson,298339.138,5044270.264,55.058,10008546,12241901,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.53832564700856,-73.58272957434572
1770 40e avenue,304697.411,5058078.411,12.066,10007269,12224925,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.6626052543404,-73.50131826714704
4850 boulevard Métropolitain Est,297551.181,5048499.907,47.242,10008931,12267934,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.57637780321776,-73.59288214498346
5020 avenue Saint-Kevin,294369.908,5038721.043,64.292,10007044,12223275,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.48834368340315,-73.6334358490645
397 avenue Sainte-Croix,291551.253,5041184.836,41.799,10007845,12231470,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51046621131793,-73.66956198571255
1450-1452 rue Giovanni-Caboto,295033.27,5032189.616,31.844,10007422,12226838,LOCALE,DATE INSTALLATION PRECISE 6 MOIS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.42958040313523,-73.6248203818942
60 chemin de la Côte-Sainte-Catherine,297618.918999999,5041732.14399812,83.482,10006801,12221518,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.5154799564589,-73.59191457774814
UNKNOWN,299975.402,5039880.615,15.676,10007522,12227977,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.49883937293581,-73.56173499312925
6210 chemin Deacon,295277.184,5041449.19,91.948,5018615,5232104,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.512905512853,-73.62188183292777
8350-8400 avenue Mountain Sights,292394.527,5040253.297,44.793,5018367,5228906,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.50209929218308,-73.65874590052175
3289-3291 avenue Appleton,294398.314,5040496.641,72.777,5018448,5229924,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.50432154113969,-73.63311023783423
10690 rue Taché,292311.671,5047410.119,22.798,5017802,5222126,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.56649737708696,-73.65998911073488
1200 boulevard Henri-Bourassa Ouest,290987.854,5044469.639,27.513,5017168,5214501,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.54001307538174,-73.67686537542762
6060 rue de Honfleur,297780.799,5050292.569,40.025,10001020,10020492,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.59251121748643,-73.58996571747731
5530 boulevard Robert,297308.776,5049726.456,41.781,10001021,10020497,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.58741217786137,-73.59600688691354
875 rue Chamberland,290356.232,5042789.191,30.405,5027107,5298825,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.52487891176728,-73.68490352654916
140 rue Houde,292185.811,5041690.027,42.003,5027113,5298831,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.51502372654864,-73.66145384022444
2650 avenue Marie-Curie,283942.849,5038221.497,35.955,5027165,5298883,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.48361442806174,-73.76680967364584
2890 rue Gaétan-Labrèche,286393.481,5040558.285,35.157,5027412,5299130,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50471089390592,-73.73554846128968
3915 rue Charlotte-Boisjoli,287118.861,5040527.016,36.942,10007069,12223541,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50444841141028,-73.72626471967457
3331-3341 rue Evelyn,299351.899,5036706.203,15.489,10008527,12241242,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.470270364778095,-73.56967805426447
3755 avenue Draper,295481.333,5036666.542,64.455,10008530,12241686,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.469872114414585,-73.61917806560338
8585 boulevard De La Vérendrye,295422.45,5031609.087,25.722,10007159,12224102,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.42436189401268,-73.61983568131537
2432-2438 rue Harrigan,294606.18,5033435.206,37.937,10007048,12223420,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.440782727506566,-73.63030401228674
3615 rue Aylmer,298740.682,5040967.835,48.125,10007567,12228551,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50861305137092,-73.57754769389845
162 avenue Mimosa,286240.833,5033428.324,25.442,10007568,12228586,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,DORVAL,RELEVE TERRAIN INTERNE,45.44054847501272,-73.73723270080684
2145-2147 rue Noël,290725.091,5040027.895,40.005,10007096,12223744,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50003925337,-73.68010220508945
5955-5959 boulevard Rosemont,300188.24,5048937.437,30.84,10007236,12224610,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.58033718093037,-73.55909713533931
5960 avenue De Charette,300036.012,5048991.028,31.628,10007239,12224620,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.58081841429735,-73.56104826189195
5647-5651 rue Clark,296923.355,5042903.92,70.847,10007632,12229166,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.526016505348814,-73.60083629550242
1200 boulevard Henri-Bourassa Ouest,290958.34,5044404.072,27.1,5017169,5214502,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.5394225039104,-73.67724144562371
200 rue Prieur Ouest,291575.313,5045186.996,27.194,5017361,5217390,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.54647944231972,-73.66936234212159
10340 avenue de l' Esplanade,291714.668,5045126.342,29.651,5017362,5217391,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.54593627868217,-73.66757610911121
10390 rue Waverly,291682.036,5045223.332,27.728,5017363,5217392,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.546808422009576,-73.66799657856949
8925-8945 place des Coopératives,294044.911,5046377.04,36.37,5017749,5221359,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.55723051761469,-73.6377619962824
1540 croissant Claire,290855.35,5034335.33,39.4,1144,4321,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.44881781539192,-73.67827420222383
592-598 23e avenue,290399.41,5033336.18,26.08,1160,4388,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.43981788827643,-73.6840740529092
5881 avenue Shalom,291633.294,5037096.391,48.079,1162,4392,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,COTE-SAINT-LUC,RELEVE TERRAIN INTERNE,45.47367809202572,-73.6684025685272
391 43e avenue,288873.483,5033379.809,27.141,1250,4636,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.44017715753423,-73.70357991123656
5196 rue des Cageux,274349.867,5036463.679,26.073,1263,4678,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.46744467782465,-73.8894136504953
5156 rue des Cageux,274338.418,5036546.587,25.82,1264,4682,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.46819026941795,-73.88956523314047
2200 route Transcanadienne,281779.04,5037675.599,36.08,12916,85443,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,POINTE-CLAIRE,RELEVE PHOTOGRAMMETRIQUE,45.478634252912165,-73.79446399753759
2525 boulevard des Sources,282129.677,5037103.995,35.091,12963,85557,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,POINTE-CLAIRE,RELEVE PHOTOGRAMMETRIQUE,45.4735021563116,-73.78995262912254
12 chemin du Bord-du-Lac-Lakeshore,282724.661,5034150.62,25.394,11945,77433,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,POINTE-CLAIRE,RELEVE TERRAIN EXTERNE,45.44694547103478,-73.78221017624227
13 chemin du Bord-du-Lac-Lakeshore,282646.799,5034176.081,25.897,11946,77435,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,POINTE-CLAIRE,RELEVE TERRAIN EXTERNE,45.447172111083866,-73.7832067003507
20 avenue Salisbury,279408.32,5033259.799,32.801,14221,91500,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,POINTE-CLAIRE,RELEVE TERRAIN EXTERNE,45.43881697106702,-73.82455924744183
98 avenue Brunet,279432.619,5033143.783,28.594,14222,91507,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,POINTE-CLAIRE,RELEVE PHOTOGRAMMETRIQUE,45.4377739019876,-73.82424268062874
251 route Hollis,276311.455,5033271.125,40.201,4274,12890,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,BEACONSFIELD,RELEVE TERRAIN EXTERNE,45.43879964358576,-73.86414322557765
11988 avenue Laurier,295219.966,5052671.472,22.607,4132,12587,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.61388660612674,-73.6228344683676
5645 rue Murray,276922.618,5040135.943,27.014,4212,12783,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.50059619700596,-73.8567205908117
12005 rue Pavillon,278739.61,5041500.375,27.297,4280,12905,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.51294377399959,-73.83354342001704
4975 rue Fredmir,278315.135,5040301.797,29.827,4520,13623,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.50214266190446,-73.83891132118625
12660 rue Joron,278799.972,5040412.103,27.911,4063,12417,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.50315340387294,-73.83271309279381
301-305 boulevard Brunswick,279019.036,5036547.578,45.412,12047,80570,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,POINTE-CLAIRE,RELEVE TERRAIN EXTERNE,45.468387369405065,-73.82970757009521
10 avenue Karin,279879.549,5034750.323,47.213,12775,85010,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,POINTE-CLAIRE,RELEVE TERRAIN EXTERNE,45.45224623472798,-73.8186117108532
701 avenue Donegani,278656.998,5033273.726,34.174,12776,85016,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,POINTE-CLAIRE,RELEVE TERRAIN EXTERNE,45.43891460538784,-73.83416320322797
