INCIDENT_NBR,CREATION_DATE,INCIDENT_TYPE_DESC,DESCRIPTION_GROUPE,CASERNE,NOM_VILLE,NOM_ARROND,DIVISION,LATITUDE,LONGITUDE,NOMBRE_UNITES,DESC_GROUP_ENGLISH
2107,2005-01-17,10-22 avec feu,Incendies de bâtiments,45,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5561797184138,-73.5341179048993,6.0,Building fire
2115,2005-01-17,10-22 avec feu,Incendies de bâtiments,9,Montréal,Villeray / St-Michel / Parc Extension,20,45.5693891358816,-73.6319005807733,7.0,Building fire
2125,2005-01-17,Déchets en feu,Autres incendies,5,Montréal,Ville-Marie,18,45.5094593552977,-73.5641616611062,4.0,Other fires
2128,2005-01-17,Feu de cheminée *,Autres incendies,14,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6374206932946,-73.5774091369561,3.0,Other fires
2141,2005-01-17,Déchets en feu,Autres incendies,79,Hampstead,Côte St-Luc / Hampstead / Mtl-Ouest,14,45.4821066101259,-73.6402038384953,1.0,Other fires
2156,2005-01-18,Déchets en feu,Autres incendies,57,Pierrefonds ,Pierrefonds / Senneville,11,45.5049336008006,-73.7861322932597,1.0,Other fires
2163,2005-01-18,Feu de véhicule extérieur,Autres incendies,26,Montréal,Mont-Royal,18,45.5344586481304,-73.5637550658607,1.0,Other fires
2165,2005-01-18,Feu de véhicule extérieur,Autres incendies,48,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.549376928138,-73.5499049508138,1.0,Other fires
2187,2005-01-18,10-22 avec feu,Incendies de bâtiments,43,Montréal,Ahuntsic / Cartierville,21,45.5726240304852,-73.6612504043101,3.0,Building fire
2204,2005-01-18,Feu de cheminée *,Autres incendies,37,Montréal,Villeray / St-Michel / Parc Extension,20,45.5472136615522,-73.6144074816305,4.0,Other fires
2212,2005-01-18,Feu de véhicule extérieur,Autres incendies,47,Montréal,Rosemont / Petite-Patrie,22,45.5431513964242,-73.5966743048798,1.0,Other fires
2214,2005-01-18,Feu de véhicule sur pont,Autres incendies,19,Montréal,Ville-Marie,18,45.5190102858856,-73.5349257088579,3.0,Other fires
2223,2005-01-18,Feu / Agravation possible,Incendies de bâtiments,31,Montréal,Rosemont / Petite-Patrie,22,45.5331019411542,-73.6148171692256,23.0,Building fire
2234,2005-01-18,Feu de cheminée *,Autres incendies,47,Montréal,Rosemont / Petite-Patrie,22,45.542215135261,-73.5983042850278,4.0,Other fires
2261,2005-01-18,10-22 avec feu,Incendies de bâtiments,26,Montréal,Mont-Royal,22,45.5310223108106,-73.563590789084,6.0,Building fire
2274,2005-01-18,Feu de véhicule extérieur,Autres incendies,31,Montréal,Rosemont / Petite-Patrie,22,45.5319868395406,-73.6177172406331,2.0,Other fires
2276,2005-01-18,Feu / Agravation possible,Incendies de bâtiments,9,Montréal,Villeray / St-Michel / Parc Extension,20,45.5582446330378,-73.6169173079516,23.0,Building fire
2283,2005-01-18,Feu de cheminée *,Autres incendies,49,Montréal,Ahuntsic / Cartierville,21,45.5339579161856,-73.6688470121827,4.0,Other fires
2285,2005-01-18,Feu de véhicule extérieur,Autres incendies,63,Dorval,Dorval / Ile Dorval,13,45.4576949545529,-73.747547431733,2.0,Other fires
2304,2005-01-18,Feu de véhicule extérieur,Autres incendies,57,Pierrefonds ,Pierrefonds / Senneville,11,45.5085656221619,-73.8216643554765,1.0,Other fires
2305,2005-01-18,Feu de cheminée *,Autres incendies,23,Montréal,Sud-Ouest,15,45.478554226589,-73.5912757748405,4.0,Other fires
2314,2005-01-18,Feu de véhicule extérieur,Autres incendies,35,Montréal,Ahuntsic / Cartierville,21,45.5542063955802,-73.6676998676723,1.0,Other fires
2323,2005-01-18,Feu de cheminée *,Autres incendies,17,Montréal-Nord,Montréal-Nord,21,45.5979550362403,-73.627443795432,2.0,Other fires
2337,2005-01-18,Feu de cheminée *,Autres incendies,9,Montréal,Villeray / St-Michel / Parc Extension,20,45.5638933520363,-73.6036061254018,4.0,Other fires
2356,2005-01-18,Feu / 4e Alerte,Incendies de bâtiments,10,Montréal,Ville-Marie,18,45.4896777855332,-73.5808274601887,51.0,Building fire
2360,2005-01-19,Déchets en feu,Autres incendies,39,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5884685204705,-73.5605103914146,1.0,Other fires
2375,2005-01-19,10-22 avec feu,Incendies de bâtiments,26,Montréal,Mont-Royal,22,45.5345648372074,-73.5802028608716,7.0,Building fire
2433,2005-01-19,Feu de cheminée *,Autres incendies,10,Montréal,Ville-Marie,18,45.4976224039109,-73.5833250003176,7.0,Other fires
2452,2005-01-19,Déchets en feu,Autres incendies,25,Montréal,Ville-Marie,18,45.5015157231076,-73.5703563539016,6.0,Other fires
2466,2005-01-19,Déchets en feu,Autres incendies,73,Saint-Laurent,Saint-Laurent,13,45.5188706304012,-73.7020113717301,1.0,Other fires
2479,2005-01-19,10-22 avec feu,Incendies de bâtiments,49,Montréal,Ahuntsic / Cartierville,21,45.5374610974245,-73.6770128006712,5.0,Building fire
2484,2005-01-19,Déchets en feu,Autres incendies,25,Montréal,Ville-Marie,18,45.5015157231076,-73.5703563539016,1.0,Other fires
2493,2005-01-19,Feu de véhicule extérieur,Autres incendies,28,Anjou,Anjou,25,45.6099059279622,-73.5571891636423,1.0,Other fires
2544,2005-01-19,Feu de véhicule extérieur,Autres incendies,8,Montréal-Est,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6336696721939,-73.512149346947,1.0,Other fires
2554,2005-01-20,Feu d'auto (voie rapide),Autres incendies,55,Pointe-Claire,Pointe-Claire,12,45.478642592138,-73.7969615116681,3.0,Other fires
2562,2005-01-20,10-22 avec feu,Incendies de bâtiments,71,Saint-Laurent,Saint-Laurent,13,45.4980657633835,-73.7396013366937,3.0,Building fire
2570,2005-01-20,Feu de véhicule extérieur,Autres incendies,74,Mont-Royal,Mont-Royal,13,45.5161776606448,-73.6317184317953,1.0,Other fires
2583,2005-01-20,Feu de cheminée *,Autres incendies,21,Saint-Léonard,Saint-Léonard,20,45.593623211483,-73.5925389889401,8.0,Other fires
2589,2005-01-20,Déchets en feu,Autres incendies,17,Montréal-Nord,Montréal-Nord,21,45.6034333715866,-73.6368626617688,4.0,Other fires
2593,2005-01-20,10-22 avec feu,Incendies de bâtiments,22,Saint-Léonard,Saint-Léonard,20,45.585380851703,-73.5678395273465,4.0,Building fire
2604,2005-01-20,Feu de véhicule extérieur,Autres incendies,47,Montréal,Rosemont / Petite-Patrie,22,45.552189798312,-73.5984701567739,1.0,Other fires
2612,2005-01-20,Feu de véhicule extérieur,Autres incendies,57,Pierrefonds ,Pierrefonds / Senneville,11,45.4691457420605,-73.8759187107717,3.0,Other fires
2616,2005-01-20,Feu de véhicule extérieur,Autres incendies,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4818630950753,-73.6228677076587,1.0,Other fires
2621,2005-01-20,10-22 avec feu,Incendies de bâtiments,49,Montréal,Ahuntsic / Cartierville,21,45.5457530391323,-73.655602906408,5.0,Building fire
2642,2005-01-20,Déchets en feu,Autres incendies,31,Montréal,Rosemont / Petite-Patrie,22,45.5310237780714,-73.5984872457911,1.0,Other fires
2643,2005-01-20,Feu de cheminée *,Autres incendies,37,Montréal,Villeray / St-Michel / Parc Extension,20,45.5502571522723,-73.6033132695484,6.0,Other fires
2669,2005-01-20,Feu d'auto (voie rapide),Autres incendies,49,Montréal,Villeray / St-Michel / Parc Extension,20,45.5452788230595,-73.6385683768714,3.0,Other fires
2697,2005-01-21,Feu de véhicule extérieur,Autres incendies,57,Pierrefonds ,Pierrefonds / Senneville,11,45.4814941558805,-73.8492023150935,1.0,Other fires
2708,2005-01-21,Déchets en feu,Autres incendies,63,Dorval,Dorval / Ile Dorval,13,45.4497947137603,-73.7628347243951,1.0,Other fires
2713,2005-01-21,Feu de véhicule extérieur,Autres incendies,21,Saint-Léonard,Saint-Léonard,20,45.5869774916079,-73.5927746427818,3.0,Other fires
2720,2005-01-21,10-22 avec feu,Incendies de bâtiments,9,Montréal,Villeray / St-Michel / Parc Extension,20,45.5629458082925,-73.6110655316126,4.0,Building fire
2722,2005-01-21,Feu de véhicule extérieur,Autres incendies,23,Montréal,Sud-Ouest,15,45.4728885673811,-73.5937226313978,1.0,Other fires
2767,2005-01-21,Feu de cheminée *,Autres incendies,37,Montréal,Villeray / St-Michel / Parc Extension,20,45.5549774706317,-73.6050992878422,5.0,Other fires
2799,2005-01-21,Feu / Agravation possible,Incendies de bâtiments,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4766460316376,-73.60874587668,20.0,Building fire
2803,2005-01-21,Feu de véhicule extérieur,Autres incendies,61,Dollard-des-Ormeaux,Dollard-des-Ormeaux / Roxboro,11,45.4871982853244,-73.7999162407764,2.0,Other fires
2817,2005-01-21,Déchets en feu,Autres incendies,31,Montréal,Rosemont / Petite-Patrie,22,45.5310237780714,-73.5984872457911,1.0,Other fires
2821,2005-01-21,10-22 avec feu,Incendies de bâtiments,71,Saint-Laurent,Saint-Laurent,13,45.4968486225666,-73.7462878611762,3.0,Building fire
2850,2005-01-21,Feu de cheminée *,Autres incendies,51,Ste-Anne-de-Bellevue,Ile-Bizard / Ste-Geneviève / Ste-A-de-B,11,45.4375078847515,-73.9289386330394,3.0,Other fires
2851,2005-01-21,Feu de cheminée *,Autres incendies,18,Montréal-Nord,Montréal-Nord,21,45.6094937825798,-73.6183039528678,3.0,Other fires
2862,2005-01-21,Feu de cheminée *,Autres incendies,21,Saint-Léonard,Saint-Léonard,20,45.594462430435,-73.5877356671044,6.0,Other fires
2871,2005-01-21,Feu de cheminée *,Autres incendies,47,Montréal,Rosemont / Petite-Patrie,22,45.5402548100767,-73.6001300415118,4.0,Other fires
2908,2005-01-22,10-22 avec feu,Incendies de bâtiments,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6513775133824,-73.5084801968583,6.0,Building fire
2930,2005-01-22,10-22 avec feu,Incendies de bâtiments,35,Montréal,Ahuntsic / Cartierville,21,45.5468804929175,-73.6891381761485,7.0,Building fire
3003,2005-01-22,Feu / 5e Alerte,Incendies de bâtiments,25,Montréal,Ville-Marie,18,45.5002295296721,-73.5733834666716,70.0,Building fire
3012,2005-01-22,Feu de cheminée *,Autres incendies,33,Montréal,Sud-Ouest,15,45.4508375052019,-73.60452779299,2.0,Other fires
3043,2005-01-22,Déchets en feu,Autres incendies,33,Montréal,Sud-Ouest,15,45.4504530542162,-73.6013802743008,1.0,Other fires
3090,2005-01-22,Feu de véhicule extérieur,Autres incendies,65,Lasalle,LaSalle,14,45.4349208000583,-73.6046751335,1.0,Other fires
3094,2005-01-22,Feu / Agravation possible,Incendies de bâtiments,14,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.64852255374,-73.5886265397647,20.0,Building fire
3170,2005-01-23,Déchets en feu,Autres incendies,50,Montréal,Rosemont / Petite-Patrie,22,45.5719226606322,-73.5747481428268,1.0,Other fires
3172,2005-01-23,10-22 avec feu,Incendies de bâtiments,55,Pointe-Claire,Pointe-Claire,12,45.4666801955295,-73.8211659936551,4.0,Building fire
3195,2005-01-23,10-22 avec feu,Incendies de bâtiments,40,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.6047005514303,-73.5138096893026,4.0,Building fire
3206,2005-01-23,Feu / Agravation possible,Incendies de bâtiments,64,Lachine,Lachine,14,45.4476386319422,-73.6987214258195,18.0,Building fire
3228,2005-01-23,10-22 avec feu,Incendies de bâtiments,65,Lasalle,LaSalle,14,45.4294740375684,-73.6646260566603,4.0,Building fire
3229,2005-01-23,10-22 avec feu,Incendies de bâtiments,5,Montréal,Ville-Marie,18,45.509691824801,-73.5639763859304,7.0,Building fire
3238,2005-01-23,Feu / Agravation possible,Incendies de bâtiments,66,Verdun / Ïle-des-Soeurs,Verdun,15,45.4634372378308,-73.5691445392552,19.0,Building fire
3268,2005-01-23,Feu / 2e Alerte,Incendies de bâtiments,44,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6436845432431,-73.5598091150653,35.0,Building fire
3295,2005-01-23,Feu de véhicule extérieur,Autres incendies,20,Montréal,Ville-Marie,18,45.4903244788917,-73.5443533667749,1.0,Other fires
3303,2005-01-23,10-22 avec feu,Incendies de bâtiments,48,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.547495884835,-73.5474465352083,4.0,Building fire
3327,2005-01-23,Feu de cheminée *,Autres incendies,44,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6514639376541,-73.5660319387247,3.0,Other fires
3333,2005-01-23,10-22 avec feu,Incendies de bâtiments,30,Montréal,Mont-Royal,22,45.5082397469247,-73.5729023222436,6.0,Building fire
3338,2005-01-23,Déchets en feu,Autres incendies,40,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5955846719295,-73.5148710190147,1.0,Other fires
3355,2005-01-23,Feu de cheminée *,Autres incendies,74,Mont-Royal,Mont-Royal,13,45.5147212560179,-73.6301093197679,6.0,Other fires
3361,2005-01-23,Feu de bâtiment,Incendies de bâtiments,19,Montréal,Ville-Marie,18,45.5358817023958,-73.5506377195235,14.0,Building fire
3377,2005-01-23,Feu de véhicule extérieur,Autres incendies,57,Pierrefonds ,Pierrefonds / Senneville,11,45.4537919422577,-73.8930658647894,3.0,Other fires
3403,2005-01-24,10-22 avec feu,Incendies de bâtiments,44,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6475905280432,-73.5695336161476,2.0,Building fire
3417,2005-01-24,Feu / 2e Alerte,Incendies de bâtiments,30,Montréal,Mont-Royal,22,45.5095270884445,-73.5715169592761,46.0,Building fire
3430,2005-01-24,10-22 avec feu,Incendies de bâtiments,37,Montréal,Villeray / St-Michel / Parc Extension,20,45.5389195823403,-73.6240949716128,4.0,Building fire
3457,2005-01-24,10-22 avec feu,Incendies de bâtiments,33,Montréal,Sud-Ouest,15,45.4638790211818,-73.5921143155447,3.0,Building fire
3463,2005-01-24,Feu de véhicule extérieur,Autres incendies,47,Montréal,Rosemont / Petite-Patrie,22,45.5447677086547,-73.600069746405,1.0,Other fires
3465,2005-01-24,10-22 avec feu,Incendies de bâtiments,65,Lasalle,LaSalle,14,45.428722101843,-73.6288804755817,3.0,Building fire
3476,2005-01-24,10-22 avec feu,Incendies de bâtiments,30,Montréal,Mont-Royal,22,45.5074023731347,-73.5749861457177,5.0,Building fire
3510,2005-01-24,Feu de cheminée *,Autres incendies,64,Lachine,Lachine,14,45.445714782269,-73.65444193934,3.0,Other fires
3543,2005-01-24,Déchets en feu,Autres incendies,5,Montréal,Ville-Marie,18,45.5162190864781,-73.5564943762961,4.0,Other fires
3568,2005-01-25,Feu d'auto (voie rapide),Autres incendies,51,Ste-Anne-de-Bellevue,Ile-Bizard / Ste-Geneviève / Ste-A-de-B,11,45.4130215168706,-73.9323639319145,3.0,Other fires
3591,2005-01-25,Feu de cheminée *,Autres incendies,65,Lasalle,LaSalle,14,45.433853448361,-73.606750690531,3.0,Other fires
3599,2005-01-25,Déchets en feu,Autres incendies,61,Dollard-des-Ormeaux,Dollard-des-Ormeaux / Roxboro,11,45.4878796825832,-73.8205870475154,1.0,Other fires
3605,2005-01-25,Feu de véhicule extérieur,Autres incendies,35,Montréal,Ahuntsic / Cartierville,21,45.549946415834,-73.6785036229011,1.0,Other fires
3607,2005-01-25,10-22 avec feu,Incendies de bâtiments,65,Lasalle,LaSalle,14,45.4281731880898,-73.6277466111548,4.0,Building fire
3619,2005-01-25,Feu de cheminée *,Autres incendies,21,Saint-Léonard,Saint-Léonard,20,45.5825865648806,-73.6020138621498,3.0,Other fires
3634,2005-01-25,Feu de véhicule extérieur,Autres incendies,37,Montréal,Villeray / St-Michel / Parc Extension,20,45.542394850474,-73.6168775125222,1.0,Other fires
3677,2005-01-25,Déchets en feu,Autres incendies,48,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.541483659752,-73.5547221889506,1.0,Other fires
3684,2005-01-25,Feu de cheminée *,Autres incendies,14,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6387805099454,-73.5916046158465,3.0,Other fires
3694,2005-01-25,Déchets en feu,Autres incendies,45,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.560272105277,-73.5439711120644,1.0,Other fires
3714,2005-01-25,Déchets en feu,Autres incendies,65,Lasalle,LaSalle,14,45.4223347524348,-73.6527990773475,1.0,Other fires
3745,2005-01-26,Feu de cheminée *,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5669556551118,-73.658544555758,3.0,Other fires
3751,2005-01-26,Feu de cheminée *,Autres incendies,26,Montréal,Mont-Royal,22,45.5394853514097,-73.5816889225113,7.0,Other fires
3752,2005-01-26,Fumée - puit d'accès,Autres incendies,13,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5525462671964,-73.532909724479,1.0,Other fires
3762,2005-01-26,Feu / 2e Alerte,Incendies de bâtiments,65,Lasalle,LaSalle,14,45.4244959148266,-73.6452558000984,39.0,Building fire
3773,2005-01-26,Feu de bâtiment,Incendies de bâtiments,4,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.5027503577207,-73.6511894020321,11.0,Building fire
3775,2005-01-26,Feu de véhicule extérieur,Autres incendies,66,Verdun / Ïle-des-Soeurs,Verdun,15,45.4555097532888,-73.5769212880408,1.0,Other fires
3776,2005-01-26,Feu de véhicule extérieur,Autres incendies,18,Montréal-Nord,Montréal-Nord,21,45.6177297815212,-73.6219781431995,1.0,Other fires
3791,2005-01-26,10-22 avec feu,Incendies de bâtiments,50,Montréal,Rosemont / Petite-Patrie,22,45.5646895547031,-73.5815285499518,4.0,Building fire
3835,2005-01-26,Feu de cheminée *,Autres incendies,17,Montréal-Nord,Montréal-Nord,21,45.5889077519184,-73.6428306474901,4.0,Other fires
3837,2005-01-26,10-22 avec feu,Incendies de bâtiments,42,Montréal,Ahuntsic / Cartierville,21,45.5371578899017,-73.6935391707679,3.0,Building fire
3849,2005-01-26,Feu de cheminée *,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5701916379506,-73.6506742490228,5.0,Other fires
3876,2005-01-27,10-22 avec feu,Incendies de bâtiments,10,Montréal,Ville-Marie,18,45.4949316887387,-73.5801057414678,2.0,Building fire
3877,2005-01-27,Feu de véhicule extérieur,Autres incendies,45,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5589469926428,-73.5399428719631,1.0,Other fires
3906,2005-01-27,Feu / 2e Alerte,Incendies de bâtiments,27,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4953940434021,-73.6272902880523,34.0,Building fire
3907,2005-01-27,Déchets en feu,Autres incendies,5,Montréal,Ville-Marie,18,45.5149075220638,-73.5614525564896,1.0,Other fires
3931,2005-01-27,10-22 avec feu,Incendies de bâtiments,44,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6618573999572,-73.5525896485274,3.0,Building fire
3945,2005-01-27,10-22 avec feu,Incendies de bâtiments,31,Montréal,Rosemont / Petite-Patrie,22,45.5322115501952,-73.5987164184529,4.0,Building fire
3951,2005-01-27,Feu de cheminée *,Autres incendies,65,Montréal,Sud-Ouest,14,45.4482181274975,-73.6046070904723,5.0,Other fires
3954,2005-01-27,feu de véhicule tunnel F7/MOU,Autres incendies,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.469107438631,-73.6043919649243,2.0,Other fires
3970,2005-01-27,Feu de véhicule extérieur,Autres incendies,46,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4605607944282,-73.6349543569216,1.0,Other fires
3981,2005-01-27,10-22 avec feu,Incendies de bâtiments,67,Verdun / Ïle-des-Soeurs,Verdun,15,45.46152017957,-73.5440608176848,7.0,Building fire
4010,2005-01-27,Feu de véhicule extérieur,Autres incendies,65,Lasalle,LaSalle,14,45.4256437927284,-73.6057296410321,1.0,Other fires
4013,2005-01-27,Feu de véhicule extérieur,Autres incendies,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6555280673484,-73.5098133194969,1.0,Other fires
4029,2005-01-27,Déchets en feu,Autres incendies,65,Lasalle,LaSalle,14,45.4171558922041,-73.6406584521593,3.0,Other fires
4049,2005-01-27,Déchets en feu,Autres incendies,57,Pierrefonds ,Pierrefonds / Senneville,11,45.4643420641531,-73.8654442498236,3.0,Other fires
4058,2005-01-28,Feu de véhicule extérieur,Autres incendies,14,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6322514064847,-73.5869426065851,4.0,Other fires
4065,2005-01-28,Feu de cheminée *,Autres incendies,67,Verdun / Ïle-des-Soeurs,Verdun,15,45.4554257956011,-73.544501872181,4.0,Other fires
4136,2005-01-28,10-22 avec feu,Incendies de bâtiments,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4768307441506,-73.6110404822861,5.0,Building fire
4151,2005-01-28,10-22 avec feu,Incendies de bâtiments,27,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.495757860338,-73.6300756389826,7.0,Building fire
4156,2005-01-28,Feu de bâtiment,Incendies de bâtiments,16,Montréal,Mont-Royal,22,45.5255733845592,-73.5787419632265,13.0,Building fire
4159,2005-01-28,Feu / Agravation possible,Incendies de bâtiments,18,Montréal-Nord,Montréal-Nord,21,45.6198119038546,-73.6177267846976,21.0,Building fire
4177,2005-01-28,10-22 avec feu,Incendies de bâtiments,13,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5446338852652,-73.5404509111925,1.0,Building fire
4198,2005-01-28,Feu de véhicule extérieur,Autres incendies,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4711787744411,-73.6146018831885,1.0,Other fires
